título	id	precio	estado	disponibilidad	canal	etiqueta de feed	idioma	categoría en google product	checkout link template	color	coste de bienes vendidos	descripción	diseño	edad	enlace	enlace imagen	enlace imagen adicional	envío(país envío)	existe identificador	gtin	identificador de grupo	marca	merchant item id	modification info(modification source:modifier)	mpn	peso de embarque	product detail(attribute name:attribute value:section name)	rating average	rating count	sell on google quantity	sexo	sku	tipo producto	todos los clics
Thule 9-stufige Teleskop-Transporterleiter	15938880	322.00 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de/cart/add?id=48995942433110&quantity=1			"Die Thule 9-stufige Teleskopleiter erleichtert den Zugang zum Dach Ihres Vans. Sie ist außerdem kompakt, leicht und sicher. Machen Sie Ihre Reisen komfortabler!"			https://evacaravan.com/de/products/thule-9-stufige-teleskop-transporterleiter	https://evacaravan.com/cdn/shop/files/thule-escalera-telescopica-9-peldanos-extendida.jpg?v=1764597075		DE		05415182044882	9223630684502	Thule												0
Fiamma Safe Door Frame | Cierre Seguridad Caravana	shopify_ES_7516183789730_42203275985058	58.76 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/cierre-seguridad-fiamma-safe-door-frame?variant=42203275985058&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8004815386412														0
Fiamma TurboVent White Skylight with Thermostat	924580	234.59 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en/cart/add?id=42207506825378&quantity=1			"Enjoy cool, controlled air with the Fiamma TurboVent White Skylight with thermostat. Perfect for regulating the temperature in any space."			https://evacaravan.com/en/products/rooflight-fiamma-turbovent-white-with-thermostat	https://evacaravan.com/cdn/shop/files/claraboya-fiamma-turbovent-blanca-termostato-vista-superior.jpg?v=1764155519		ES		08004815423124	7518121820322	Fiamma												0
Fiamma Vent 50 Cristal | Claraboya para Caravana	shopify_ES_7518105141410_42207437455522	169.23 EUR		en stock	online	ES	es	8227				"La Claraboya Fiamma Vent 50 Cristal es una excelente opción para quienes desean más luz natural, una apertura amplia y una ventilación constante en su caravana o autocaravana. Gracias a su gran tamaño y a su acabado en cristal, aporta claridad y mejora la sensación de amplitud en el interior. Además, su estructura robusta garantiza un uso cómodo y fiable. Apertura y sistema de ventilación Este modelo utiliza un sistema de apertura mediante ballestas en los cuatro lados. De este modo, es posible ajustar de forma sencilla la entrada de aire según las necesidades de cada momento. También incluye un oscurecedor extensible y una mosquitera integrada, lo que permite controlar la luz y mantener el interior libre de insectos. Materiales y diseño exterior La tapa exterior incorpora una capa de aluminio que ayuda a reflejar el calor del sol. Gracias a ello, el interior del vehículo se mantiene más fresco incluso en días muy calurosos. Por dentro, el acabado blanco aumenta la claridad y aporta una sensación visual más agradable. Además, ofrece ventilación permanente, un aspecto muy útil en viajes largos o en climas cálidos. Seguridad y resistencia en ruta La Claraboya Fiamma Vent 50 Cristal incluye un sistema de bloqueo antirrobo en las asas, lo que añade un extra de seguridad tanto en ruta como durante las paradas. Su diseño antilluvia y antiviento garantiza un funcionamiento correcto incluso en condiciones meteorológicas adversas. Asimismo, está homologada ABE y fabricada con materiales estabilizados frente a los rayos UV para asegurar una larga vida útil. Medidas de la Claraboya Fiamma Vent 50 Cristal Medida exterior aproximada: 57 × 57 cm Medida de apertura interior: 50 × 50 cm Grosor de techo compatible: de 30 a 50 mm Características principales Apertura por ballestas en los cuatro lados. Oscurecedor extensible y mosquitera integrada. Tapa exterior con capa de aluminio para reducir el calor. Ventilación permanente incluida. Sistema de bloqueo antirrobo en las asas. Diseño resistente a lluvia y viento. Materiales duraderos con protección UV. Compatible con el Turbo-Kit opcional."			https://evacaravan.com/products/claraboya-fiamma-vent-50-cristal?variant=42207437455522&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/fiamma-vent-50-cristal-tapa-abierta-logo.jpg?v=1764158003	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/fiamma-vent-50-cristal-vista-interior-rejilla.jpg?v=1764158062,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/fiamma-vent-50-cristal-dimensiones-instalacion.jpg?v=1764158110		sí	8004815423094		Fiamma	gid://shopify/ProductVariant/42207437455522	third party shopify:third party syncing		0 kg						931473	Claraboyas	1
Thetford Fresh-Up Set C500 y Depósito de Residuos	shopify_ES_7529133637794_42237271048354	171.97 EUR		en stock	online	ES	es	503009				"Renueva tu inodoro Cassette con depósito nuevo, asiento y tapa con el Thetford Fresh-Up Set C500 para una higiene y comodidad superiores en cada viaje."			https://evacaravan.com/products/thetford-fresh-up-set-c500?variant=42237271048354&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c500-set-completo.jpg?v=1764256322	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c500-caja.jpg?v=1764256346,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c500-asiento.jpg?v=1764256379,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c500-deposito-lateral.jpg?v=1764256408,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/kit-thetford-fresh-up-c500-deposito-vertical.jpg?v=1764256432					Thetford	gid://shopify/ProductVariant/42237271048354	third party shopify:third party syncing		0 kg						15941697	Depósitos de aguas grises	0
Victron Energy SmartSolar MPPT 100V 20 Amp 12/24/48-Volt Solarladeregler (Bluetooth)	nm-377	96.32 EUR	nuevo	en stock	online	ES	de		https://evacaravan.com/de/cart/add?id=51722505421142&quantity=1			"Der Victron Energy SmartSolar MPPT 100/20 optimiert Solarenergie. Kompatibel mit 12/24/48-V-Batterien sowie AGM-, Gel-, Lithium- und Blei-Säure-Batterien."			https://evacaravan.com/de/products/victron-energy-smartsolar-mppt-100-20-controlador-carga-solar	https://evacaravan.com/cdn/shop/files/victron-smartsolar-mppt-100-20-vista-frontal-conexiones.jpg?v=1764773104		ES		08719076043027	9927360315734	Victron Energy												0
Victron Energy Clé Bluetooth	9416885829090524069	59.16 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=48995346055510&quantity=1			"Contrôlez et supervisez vos équipements Victron avec la Victron Energy Clé Bluetooth via l'app VictronConnect. Connexion rapide, sécurisée et sans fil."			https://evacaravan.com/fr-be/products/victron-energy-llave-bluetooth	https://evacaravan.com/cdn/shop/files/victron-energy-ve-direct-bluetooth-smart-dongle-cable.jpg?v=1764766656		BE		08719076040019	9223460716886	Victron Energy												0
Truma Abgaskaminkappe für AK-3 und AK-5	3559747028302136604	19.09 EUR	nuevo	agotado	online	AT	de		https://evacaravan.com/de-at/cart/add?id=48522609525078&quantity=1			"Tapa chimenea Truma AK-3 y AK-5 para caravanas, autocaravanas y furgonetas. Protección duradera, instalación fácil y ajuste perfecto."	Solid		https://evacaravan.com/de-at/products/tapa-chimenea-truma-ak3-ak5-caravanas	https://evacaravan.com/cdn/shop/files/tapa-chimenea-truma-ak3-ak5-caravanas-vista-frontal.jpg?v=1776178661		AT			9054475583830	Truma												0
DCU Inverter 12V Pure Wave 2000w	dcu2000pu	506.60 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en/cart/add?id=42294828269730&quantity=1			The 2000W 12V pure sine wave inverter provides stable power from 12V batteries. Perfect for sensitive equipment in caravans or professional use.			https://evacaravan.com/en/products/inverter-12v-pure-sine-wave-2000w	https://evacaravan.com/cdn/shop/files/inversor-dcu-12v-onda-pura-2000w-conectores-frontal.jpg?v=1764239527		ES		08436556989612	7550916034722	DCU Tecnologic												0
Rueda jockey AL-KO Profi 500: Resistencia y Estabilidad	shopify_ES_9223577862486_48995776725334	130.90 EUR		en stock	online	ES	es	5613			69.95 EUR	"Rueda jockey AL-KO Profi 500, automática y de alta resistencia. Soporta hasta 500 kg, ideal para remolques pesados. Calidad y fiabilidad AL-KO."			https://evacaravan.com/products/rueda-jockey-al-ko-profi-500?variant=48995776725334&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/rueda-jockey-al-ko-profi-500-completa.jpg?v=1764332008	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/rueda-jockey-al-ko-profi-500-plano-tecnico-medidas.jpg?v=1764332037,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/Logo_oficial_de_la_marca_AL-KO.jpg?v=1772194648					AL-KO	gid://shopify/ProductVariant/48995776725334	third party shopify:third party syncing		0 kg				3		1212382	Ruedas jockey	0
Festes Batterieladegerät 16A CBE 516 (60-200Ah) - 10 Ah	7515044413602_920466	119.61 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=42199862313122&quantity=1			"Das CBE 516 16A Festbatterieladegerät (60–200 Ah) lädt und pflegt Ihre AGM-, Gel- oder Blei-Säure-Batterien. Kompakt, sicher und leistungsstark."			https://evacaravan.com/de-at/products/festes-batterieladegeraet-16a-cbe-516-60-200ah?variant=42199862313122	https://evacaravan.com/cdn/shop/files/cargador-bateria-cbe-516-16a-60-200ah-autocaravana.jpg?v=1764070032		AT		08033123267069	7515044413602	CBE												0
Serrure pour fourgonnette Meroni UFO2 - 1 cerradura	8735773491542_8092331215	107.81 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=47671379951958&quantity=1			"Avec la serrure Meroni UFO2, oubliez vos préoccupations pour votre fourgonnette. Profitez de sa conception pratique et maintenez vos biens en sécurité."			https://evacaravan.com/fr-be/products/cerradura-meroni-ufo2?variant=47671379951958	https://evacaravan.com/cdn/shop/files/meroni-ufo2-cerradura-detalle-perspectiva.jpg?v=1764149182		BE		08003601711629	8735773491542	MERONI												0
Porta Potti Qube 345 Tragbare Toilette	13458063309868812821	87.15 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=42212177182882&quantity=1			"Die tragbare Toilette Porta Potti 345 ist leicht und praktisch. Ideal für Wohnwagen und Wohnmobile, da kein Abwasseranschluss benötigt wird. Jetzt kaufen!"			https://evacaravan.com/de-at/products/porta-potti-qube-345-tragbare-toilette	https://evacaravan.com/cdn/shop/files/thetford-porta-potti-qube-345-inodoro-portatil-tapa-abierta.jpg?v=1764235777		AT		08710315024579	7520293060770	Thetford												0
Meroni UFO3 SMART DUO Weißes Van-Schloss - 1 Schloss	8735886278998_8090s212pb	143.76 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=47671604314454&quantity=1			"Das Meroni UFO3 Smart Duo White Schloss bietet maximale Sicherheit für Transporter. Automatische Verriegelung, modernes Design und intelligentes Diebstahlsicherungssystem."			https://evacaravan.com/de-at/products/meroni-ufo3-smart-duo-weisses-van-schloss?variant=47671604314454	https://evacaravan.com/cdn/shop/files/meroni-ufo3-smart-duo-blanco-vista-frontal.jpg?v=1771408137		AT		08003601693260	8735886278998	MERONI												0
Fiamma Turbo Vent Premium Weiß	15944365	263.00 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de-de/cart/add?id=52092667887958&quantity=1	blanco		"Fiamma Turbo Vent Premium Deckenventilator, weiß: 12 V, einstellbare Geschwindigkeit und Luftstromumkehr. Aerodynamisch, leise, mit Moskitonetz und Belüftung."	Solid		https://evacaravan.com/de/products/fiamma-turbo-vent-premium-weiss	https://evacaravan.com/cdn/shop/files/fiamma-turbo-vent-premium-blanca-vista-frontal-interior.jpg?v=1765884269		DE		08004815423148	10036442726742	Fiamma												0
Baraldi 12V Dunstabzugshaube aus Edelstahl – Leise und kompakt für Wohnmobile und Wohnwagen	15939713	188.30 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de/cart/add?id=42212571709602&quantity=1	plateado		"Baraldi 12V Edelstahl-Dunstabzugshaube für Wohnmobile: Beseitigt effektiv Rauch und Gerüche. Leise, leistungsstark und kompakt. Einfache Installation. Schneller Versand!"	Solid		https://evacaravan.com/de/products/baraldi-12v-dunstabzugshaube-aus-edelstahl-leise-und-kompakt-fuer-wohnmobile-und-wohnwagen	https://evacaravan.com/cdn/shop/files/baraldi-campana-extractora-12v-campers-inox.jpg?v=1764068272		DE			7520462405794	Baraldi												1
Climatiseur de fenêtre Spa 3100	13332039619093212079	581.80 EUR	nuevo	en stock	online	ES	fr		https://evacaravan.com/fr/cart/add?id=51774358028630&quantity=1			"Climatiseur Spa 3100 puissant, compact et silencieux. Idéal pour camping-cars et caravanes petits espaces."			https://evacaravan.com/fr/products/aire-acondicionado-ventana-spa-3100	https://evacaravan.com/cdn/shop/files/Aire_acondicionado_de_ventana_Spa_3100_unidad_exterior.jpg?v=1763997827	https://evacaravan.com/cdn/shop/files/Aire_acondicionado_de_ventana_Spa_3100_unidad_exterior_1200x1200.jpg?v=1763997827	ES		08712757488315	9942108307798	Mestic												0
Antena TV Terrestre Omnidireccional Tonna para HD	shopify_ES_7515123744930_42199997087906	125.09 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/antena-tv-terrestre-omnidireccional-tonna?variant=42199997087906&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					3431042635900														0
ALKO AKS 3004 Stabilisator-Kit + Diebstahlsicherung	983179314868167446	383.70 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=42203546845346&quantity=1			AL-KO AKS 3004 Stabilisator-Set mit Diebstahlsicherung. Mehr Sicherheit und Kontrolle für Anhänger und Wohnwagen. Schützen Sie Ihre Reise mit diesem Komplettset!	Solid		https://evacaravan.com/de-at/products/stabilisator-kit-alko-aks-3004-mit-diebstahlsicherung	https://evacaravan.com/cdn/shop/files/kit-estabilizador-al-ko-aks-3004-cierre-antirrobo-1.jpg?v=1764250751		AT		04003718042283	7516370829474	AL-KO						5	3					0
Cerradura comercial para volante antirrobo Milenco	shopify_ES_9927339770198_51722426483030	103.35 EUR		en stock	online	ES	es	2750				Protege tu vehículo con la cerradura comercial para volante antirrobo Milenco. Su diseño robusto y visible es ideal para disuadir robos.			https://evacaravan.com/products/cerradura-comercial-para-volante-antirrobo-milenco?variant=51722426483030&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/milenco-antirrobo-volante-1.jpg?v=1764257550	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/milenco-antirrobo-volante-2.jpg?v=1764257575		sí	5060101830512		Milenco	gid://shopify/ProductVariant/51722426483030	third party shopify:third party syncing		1.3 kg				1		0512	Sistemas antirrobo para vehículos	0
Cerradura Daken Noval Simple para furgoneta | Eva Caravan Doble	shopify_ES_10291383009622_52928534905174	240.00 EUR		en stock	online	ES	es	8303				"Cerradura antirrobo Daken Noval Simple para furgoneta. AISI 304, EN 1303:2015. Instalacion 35 min. Pack individual o triple. Eva Caravan."			https://evacaravan.com/products/daken-noval-simple-cerradura-furgoneta?variant=52928534905174&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/2_54aa64ef-9fdb-4d60-b20d-2d0c84689d36.jpg?v=1778507803	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/84100_5ad60521-f622-4acf-9951-4466a7e2c820.jpg?v=1777298149,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/Chiave_Noval_5a1b69b0-a205-4d12-bc0f-15388a4b64ff.jpg?v=1777298149,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/noval_Frame_56df7a67-3b56-44aa-94df-187a071b814e.jpg?v=1777298149,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/p05_full_page_f9d2d42e-e5fd-445c-a021-247c1987e9b1.jpg?v=1777298149,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/p03_full_page_6c367283-4f0d-46dd-be22-dd2b0e6e4696.jpg?v=1777298149,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/p04_full_page_6d06109f-be6c-4ae3-8515-aa624a74ed87.jpg?v=1777298149,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/p02_full_page_530fdc5d-6f68-4bfd-9072-badbdf180935.jpg?v=1777298149,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/p05_img02_5007b310-ee18-453f-b9ad-812ab99e1bb9.jpg?v=1777298149		sí	8056446670019	shopify_ES_10291383009622	Daken	gid://shopify/ProductVariant/52928534905174	third party shopify:third party syncing		0 kg	cantidad:Doble:Variant					84101	Cerraduras	0
"Shurflo Pompe à eau Aut. 12 V 7 l/min, 20 Psi"	14402428451230228909	83.12 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=48995880370518&quantity=1	negro		La pompe Shurflo 12V 7 l 20 PSI assure un flux d'eau stable dans les caravanes et camping-cars. Installez-la et profitez d'un approvisionnement fiable!	Solid		https://evacaravan.com/fr-be/collections/agua-saneamiento-bombas-agua/products/bomba-shurflo-12v-7-l-20-psi?_pos=8&_fid=746e97efa&_ss=c	https://evacaravan.com/cdn/shop/files/shurflo-bomba-agua-12v-7l-min-20psi-autocaravanas.jpg?v=1764591805	https://evacaravan.com/cdn/shop/files/shurflo-bomba-agua-12v-7l-min-20psi-autocaravanas_1200x1200.jpg?v=1764591805	BE		03613750003244	9223618036054	Pentair												0
Amortiguador AL-KO Octagon Azul para Remolques Estables	shopify_ES_9223614366038_48995863167318	73.00 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/amortiguador-al-ko-octagon-azul?variant=48995863167318&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic																			0
Thetford Bolsa Transporte Porta Potti 165 365 565	shopify_ES_10148728078678_52444586279254	49.90 EUR		en stock	online	ES	es	503009		negro		"Bolsa de transporte Thetford para Porta Potti 165, 365 y 565. Transporte limpio y seguro del inodoro portátil en caravanas y campers."			https://evacaravan.com/products/bolsa-transporte-inodoro-portatil-thetford-porta-potti-165-365-565?variant=52444586279254&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/61zNG8oVqgL._AC_SL1500.jpg?v=1769517406			sí	028985299929		Thetford	gid://shopify/ProductVariant/52444586279254	third party shopify:third party syncing		0 kg						028985299929	Inodoros portátiles	0
